True_SMILES,Corrupted_SMILES,Recovered_SMILES,Is_Valid
Cc1c(NC(=O)c2cnn3c(C(F)(F)F)cc(C(F)(F)F)nc23)c(=O)n(C)c(=O)n1C,Cc[MASK]c[MASK]N[MASK][MASK][MASK][MASK][MASK]c[MASK]c[MASK]n[MASK][MASK][MASK][MASK]([MASK][MASK][MASK]F)[MASK][MASK][MASK][MASK][MASK][MASK][MASK]F[MASK]([MASK][MASK][MASK][MASK][MASK]c[MASK][MASK])c([MASK][MASK][MASK][MASK][MASK][MASK][MASK]c([MASK]O)[MASK][MASK]C,Cc1c(NC(=O)c2ccncc2C(F)(F)F)cc(C(F)(F)F)cc(F)c(=O)n(C)c(=O)n1C,True
Cc1c(NCc2nc(-c3ccc(S(N)(=O)=O)cc3)no2)ccc2c1C(=O)c1ccccc1C2=O,Cc1[MASK](NCc2nc(-[MASK][MASK]cc[MASK][MASK]S(N)(=O)=[MASK][MASK]c[MASK]3[MASK]no2)[MASK]cc2c1C(=O)c1c[MASK][MASK][MASK]c1C2=O,Cc1c(NCc2nc(-c3ccc(S(N)(=O)=O)cc3)no2)ccc2c1C(=O)c1ccccc1C2=O,True
Cc1c(Nc2c(C#N)cncc2/C=C/CN(C)C)ccc2[nH]ccc12,Cc1[MASK](Nc2c(C[MASK]N)cn[MASK][MASK]2[MASK]C=C/[MASK][MASK](C)C)ccc2[nH][MASK][MASK][MASK]12,Cc1c(Nc2c(C#N)cncc2/C=C/NN(C)C)ccc2[nH]ccc12,True
Cc1c(Nc2ncc(F)c(NC3CC3)n2)cccc1-c1cnc(N(C)S(=O)(=O)C(F)(F)F)cn1,Cc1c[MASK]N[MASK]2[MASK]cc(F)c(N[MASK][MASK]CC3)n2)cccc1-[MASK]1cnc(N(C)S(=[MASK])(=O)C(F)([MASK])F)cn1,Cc1c(Nc2ncc(F)c(NC3CC3)n2)cccc1-c1cnc(N(C)S(=O)(=O)C(F)(F)F)cn1,True
Cc1c(O)c(=O)c2ncc(C(=O)N[C@@H](Cc3ccccc3)[C@H](O)CN3CCC(Cc4ccccc4)CC3)cc2n1Cc1ccccc1,[MASK]c1c([MASK])c([MASK][MASK])c[MASK][MASK]cc[MASK][MASK](=O)N[MASK][MASK][MASK]c3cccc[MASK][MASK])[C@H][MASK][MASK])[MASK][MASK][MASK][MASK]C[MASK][MASK]Cc4cccc[MASK]4[MASK]CC[MASK])c[MASK][MASK][MASK]1Cc[MASK]c[MASK]cc[MASK][MASK],Cc1c(C)c(=O)c2ccc(C(=O)N[C@@H](Cc3ccccc3)[C@H](O)CN3CCN(Cc4ccccc4)CC3)cc2n1Cc1ccccc1,True
Cc1c(O)c(C(=O)O)c2ccc(O)cc2c1C(O)(c1ccc(Oc2ccc(Cl)cc2)cc1)C(F)(F)F,C[MASK][MASK]c[MASK]O)[MASK](C(=[MASK])O[MASK][MASK]2cc[MASK](O)cc[MASK]c[MASK][MASK](O[MASK](c[MASK]cc[MASK][MASK][MASK]c[MASK]ccc[MASK]Cl)cc[MASK][MASK]c[MASK]1)C[MASK]F)([MASK])F,Cc1c(O)c(C(=O)O)c2ccc(O)cc2c1C(O)(c1ccc(-c2ccc(Cl)cc2)cc1)C(F)(F)F,True
Cc1c(O)c(C(=O)c2ccc(-c3ccc4c(c3)CCCC4)cc2)nc2ccccc12,[MASK]c[MASK]c[MASK]O[MASK]c(C(=[MASK])[MASK]2[MASK][MASK]c[MASK]-[MASK]3cc[MASK]4[MASK][MASK][MASK]3[MASK][MASK][MASK]CC4)c[MASK]2[MASK][MASK][MASK]2cc[MASK][MASK]c[MASK][MASK],Cc1c(O)c(C(=O)c2ccc(-c3ccc4c(c3)OCCC4)cc2)cc2ccccc12,True
Cc1c(O)ccc2oc(C3CCN(Cc4ccc(CCCN5CCCC5)cc4)CC3)cc(=O)c12,Cc1c(O[MASK]c[MASK]c2[MASK]c(C[MASK]C[MASK]N[MASK]C[MASK][MASK][MASK][MASK]c[MASK][MASK][MASK][MASK][MASK][MASK][MASK]CCC[MASK])[MASK]c4)CC[MASK])cc([MASK][MASK])[MASK][MASK][MASK],Cc1c(O)ccc2oc(C3CCN(CC4ccccOCC5CCCCC5)cc4)CC3)cc(=O)c12,False
Cc1c(O)cccc1/C=N/NC(=O)c1cn(C)nc1C,[MASK][MASK][MASK]c[MASK][MASK][MASK]c[MASK]c[MASK][MASK]/[MASK][MASK]N[MASK][MASK][MASK][MASK][MASK][MASK])c[MASK]cn[MASK][MASK][MASK][MASK][MASK][MASK][MASK],Cc1c1c2cccc1/C=N/NC(=O)c1cnccc)cc1,False
Cc1c(Oc2cc(F)cc(S(=O)(=O)Nc3nc(-c4nccs4)n[nH]3)c2)ccc2c1oc1ncccc12,[MASK][MASK][MASK]c[MASK]Oc[MASK][MASK][MASK]([MASK])[MASK]c[MASK][MASK][MASK][MASK][MASK][MASK]([MASK][MASK][MASK][MASK][MASK][MASK]n[MASK][MASK][MASK][MASK][MASK][MASK][MASK][MASK][MASK][MASK])n[MASK][MASK][MASK][MASK][MASK][MASK]c[MASK][MASK][MASK]c[MASK][MASK][MASK][MASK][MASK]c[MASK][MASK][MASK][MASK][MASK],Cc1c(Oc2cc(Cl)cc(N)ccc(=))c2)nc(ccccccc2)n(Ccccccccccccccccccc12,False
Cc1c(SCC(=O)NCc2ccccc2)nc2cccnn12,C[MASK][MASK][MASK][MASK][MASK]C[MASK](=[MASK][MASK][MASK]C[MASK]2c[MASK][MASK]c[MASK]2)[MASK]c2[MASK]c[MASK]nn1[MASK],Cc1c(SCC(=O)NCc2ccccc2)nc2cccnn12,True
Cc1c([S+]([O-])c2ccccc2)nc2ccccn12,[MASK][MASK]1c[MASK][S+]([O-])[MASK]2cc[MASK]cc2)nc2c[MASK][MASK][MASK][MASK][MASK]2,Cc1c([S+]([O-])c2ccccc2)nc2ccccc12,False
Cc1c2c(nc3cc(OCCC(=O)O)ccc13)C(=O)c1cccc3c1C2(c1cccc2c1OCC2)CNC3=O,Cc1c[MASK]c[MASK]n[MASK]3cc(O[MASK][MASK][MASK]([MASK]O[MASK][MASK][MASK][MASK][MASK][MASK]1[MASK][MASK][MASK](=[MASK])[MASK][MASK]cc[MASK]c3[MASK][MASK][MASK]2(c[MASK][MASK]cc[MASK][MASK][MASK][MASK][MASK][MASK]C2[MASK][MASK]NC[MASK]=[MASK],Cc1c2c(nc3cc(O)cc(=O)ccc3c1CNC(=O)c1cccc3c1C2(c3ccccc3)CCC2)CNC1=O,False
Cc1c2c(nc3ccccc13)C(=O)N(c1ccccc1F)C2=O,C[MASK][MASK][MASK][MASK][MASK][MASK][MASK][MASK][MASK][MASK][MASK]cc[MASK][MASK]3[MASK][MASK][MASK][MASK]O)[MASK][MASK][MASK][MASK][MASK][MASK][MASK][MASK][MASK][MASK]F[MASK][MASK][MASK][MASK][MASK],CC1ccccccc3ccccc3)C(=O)cCCccCccc(F)cc11,False
Cc1c2c(nn1C)-c1[nH]c3ccccc3c1CC1(S(=O)(=O)c3cccc(Cl)c3)CCN1C2=O,[MASK][MASK][MASK][MASK]2[MASK]([MASK]n[MASK]C[MASK]-[MASK][MASK][nH]c[MASK][MASK][MASK][MASK][MASK]c3[MASK]1C[MASK][MASK]([MASK][MASK][MASK][MASK][MASK](=O)c[MASK][MASK][MASK][MASK]c(Cl)c[MASK])[MASK]CN[MASK]C[MASK][MASK][MASK],Cc1c2c(nn1C)-c1[nH]c3ccccc3c1CCN(S(=O)(=O)c1cccc(Cl)c1)CCN)C2C2,False
Cc1c2c(nn1C)CSC(c1ccc([N+](=O)[O-])cc1)=N2,[MASK][MASK]1c2[MASK](n[MASK]1C)[MASK][MASK]C[MASK]c[MASK]ccc([N+]([MASK][MASK][MASK][O-])cc[MASK])=N[MASK],Cc1c2c(nn1C)CCC(c1ccc([N+](=O)[O-])cc1)=N2,True
Cc1c2cc[n+](C)cc2cc2c1[nH]c1ccc(Br)cc12.[Cl-],Cc1[MASK]2cc[MASK](C)cc2c[MASK][MASK]c1[nH][MASK][MASK]c[MASK]c[MASK]Br)cc[MASK][MASK].[Cl-],Cc1c2cc[n+](C)cc2cc2c1[nH]c1ccc(Br)cc12.[Cl-],True
Cc1c[nH]c2cc(NC(=O)N[C@@H]3COC[C@@H]3N)nc(CCCO)c12.O=C(O)C(F)(F)F,Cc[MASK]c[nH]c[MASK]cc(NC(=O)N[C@@H]3C[MASK][MASK][C@@H]3N[MASK][MASK][MASK](CCC[MASK])c12.O=C(O[MASK]C([MASK])(F)F,Cc1c[nH]c2cc(NC(=O)N[C@@H]3CCC[C@@H]3N)nc(CCCO)c12.O=C(O)C(F)(F)F,True
Cc1c[nH]c2nc3c(c(O)c12)CC(C(=O)O)CC3,Cc[MASK]c[nH]c[MASK][MASK][MASK]3c(c(O)c12[MASK]CC[MASK]C[MASK][MASK][MASK])[MASK])CC3,Cc1c[nH]c2nc3c(c(O)c12)CC(C(=O)O)CC3,True
Cc1cc(-c2cc(-c3ccccc3Cl)no2)c2oc(-c3ccc(C(C)(C)O)cc3)c(-c3ccc(F)cc3)c2n1,C[MASK]1cc(-c[MASK][MASK]c([MASK]c[MASK]cc[MASK][MASK][MASK]3Cl[MASK][MASK][MASK]2)[MASK]2[MASK][MASK](-c[MASK][MASK][MASK][MASK]([MASK](C)(C)O[MASK]cc3[MASK]c[MASK]-[MASK]3[MASK]c[MASK](F[MASK]cc[MASK][MASK]c2n[MASK],Cc1cc(-c2nc(-c3ccccc3Cl)ns2)n2nc(-c3ccc(C(C)(C)O)cc3)c(-c3ccc(F)cc3)c2n1,True
Cc1cc(-c2cc(C)c(NC(=O)C3CC3)s2)c(C)o1,Cc[MASK]cc(-[MASK]2[MASK][MASK]([MASK])c(NC[MASK]=[MASK])C3CC3)s[MASK])c([MASK])[MASK]1,Cc1cc(-c2nc(C)c(NC(=O)C3CC3)s2)c(C)o1,True
Cc1cc(-c2cc3c(Oc4ccccc4C)ccnc3s2)no1,Cc[MASK][MASK]c(-c2cc3c[MASK][MASK]c[MASK][MASK][MASK][MASK][MASK][MASK]4C)c[MASK][MASK][MASK]3[MASK]2)no[MASK],Cc1nc(-c2cc3c(-c4ccccc4C)cccc3[nH]2)no1,True
Cc1cc(-c2ccc(/C=C3\SC(=S)NC3=O)o2)no1,Cc1cc(-c2ccc(/C=C3\SC([MASK][MASK])NC3=O[MASK]o[MASK])[MASK]o1,Cc1cc(-c2ccc(/C=C3\SC(=O)NC3=O)o2)no1,True
Cc1cc(-c2ccc(C(=O)NC3CCN(C4CCc5cnc(C(F)(F)F)nc54)CC3)cc2)no1,Cc1cc[MASK][MASK]c2ccc(C(=O[MASK]N[MASK]3CCN(C4C[MASK]c[MASK]cnc(C(F)(F)F)nc54)CC[MASK])cc2)no1,Cc1cc(-c2ccc(C(=O)NC3CCN(C4CCc5cnc(C(F)(F)F)nc54)CC3)cc2)no1,True
Cc1cc(-c2ccc(C(F)(F)F)cc2)nc(SCc2ccc(N3CCN(C)CC3)cc2)n1,[MASK][MASK][MASK]c[MASK][MASK]-c2[MASK]cc(C(F[MASK]([MASK])F)cc[MASK])nc([MASK]C[MASK][MASK]ccc[MASK]N3C[MASK]N[MASK]C[MASK][MASK][MASK][MASK][MASK]c[MASK]2[MASK][MASK][MASK],Cc1cc(-c2ccc(C(F)(F)F)cc2)nc(NCc2ccc(N3CCN(C)CC3)cc2)n1,True
Cc1cc(-c2ccc(Cl)cc2)c(-c2ccccc2)n1C[C@@H]1CCCNC1,[MASK]c[MASK]c[MASK](-[MASK]2c[MASK]c([MASK])c[MASK][MASK][MASK]c([MASK]c[MASK][MASK][MASK][MASK]c[MASK]2[MASK][MASK][MASK]C[MASK]1CCC[MASK][MASK]1,Cc1cc(-c2ccc(Cl)cc2)c(-c2ccccc2)c1CN1CCCCC1,False
Cc1cc(-c2ccc(NC(=O)/C=C/c3cccs3)cc2)ncn1,Cc[MASK]cc[MASK]-[MASK][MASK][MASK]cc[MASK]NC[MASK]=[MASK])[MASK][MASK]=C[MASK]c3ccc[MASK]3[MASK][MASK]c2[MASK]n[MASK][MASK][MASK],Cc1cc(-c2ccc(NC(=O)/C=C/c3cccs3)cc2)ncnC,False
Cc1cc(-c2ccc(OCc3ccc(N(C)C)cc3)cc2)c2c(-c3ccc(Cl)cc3Cl)nsc2n1,Cc[MASK]cc[MASK]-[MASK][MASK][MASK]cc[MASK][MASK]Cc[MASK]ccc([MASK][MASK][MASK])[MASK][MASK][MASK][MASK][MASK][MASK][MASK][MASK][MASK][MASK]c[MASK]c[MASK][MASK]c[MASK][MASK][MASK][MASK]([MASK][MASK][MASK][MASK][MASK][MASK][MASK][MASK]sc2[MASK]1,Cc1cc(-c2ccc(OCc3ccc(C(N)c))c)ccc2)c2cc2ccc(C(=))O)c))sc2n1,False
Cc1cc(-c2ccc3[nH]cc(-c4cccc(CN5CCCCC5)c4)c3c2)n2c(C)nnc2n1,[MASK][MASK]1[MASK][MASK](-[MASK]2[MASK]c[MASK][MASK][MASK][MASK][MASK][MASK]-[MASK][MASK][MASK][MASK][MASK]c([MASK]N5[MASK][MASK][MASK]CC5[MASK]c[MASK][MASK]c3[MASK]2[MASK]n[MASK]c(C[MASK][MASK][MASK][MASK]2[MASK][MASK],Cc1cc(-c2ccc3[nH]cc(-c4cccc(CN5CCOCC5)c4)c3c2)n2c(C)cnc2n1,True
Cc1cc(-c2cccc(/C=C3\SC(=S)N(C)C3=O)c2)cc(C)c1C,Cc1cc(-c2ccc[MASK][MASK]/C=C3\SC[MASK][MASK]S)N(C)C3[MASK][MASK])c2)[MASK]c[MASK]C)c[MASK]C,Cc1cc(-c2cccc(/C=C3\SC(=S)N(C)C3=O)c2)cc(C)c1C,True
Cc1cc(-c2cccc(OCCCN3CCOCC3)c2)cc(OCCN)c1OCCSc1ccccc1,Cc1[MASK]c[MASK][MASK]c2[MASK][MASK][MASK]c(O[MASK]CC[MASK][MASK][MASK]COCC[MASK])[MASK]2)cc[MASK]OC[MASK][MASK])[MASK]1OC[MASK]Sc1c[MASK][MASK][MASK]c1,Cc1cc(-c2cccc(OCCCN3CCOCC3)c2)cc(OCCC)c1OCCSc1ccccc1,True
Cc1cc(-c2cccc([N+](=O)[O-])c2N2CCC(N3CCCC(C(N)=O)C3)CC2)n[nH]1,[MASK]c1cc[MASK]-c2cccc([N+][MASK]=O)[O-])c[MASK]N2[MASK]CC(N3CCC[MASK]([MASK][MASK]N)=O)C3)[MASK]C2)n[nH]1,Cc1cc(-c2cccc([N+](=O)[O-])c2N2CCC(N3CCC[C@H](C(N)=O)C3)CC2)n[nH]1,True
Cc1cc(-c2ccccc2)c(-c2nnc(S)o2)s1,Cc[MASK]cc(-c[MASK][MASK][MASK][MASK]cc2[MASK]c(-c[MASK]nnc(S)o2)[MASK][MASK],Cc1cc(-c2ccccc2)c(-c2nnc(S)o2)s1,True
Cc1cc(-c2ccccc2)c2ncnc(N3CCC(c4nc5c4CCC5)CC3)c2c1,C[MASK]1c[MASK]([MASK][MASK][MASK][MASK]c[MASK][MASK]c[MASK])c2nc[MASK][MASK][MASK][MASK][MASK]CCC(c4n[MASK]5c4[MASK][MASK]C5)C[MASK]3)c2[MASK]1,Cc1cc(-c2ccccc2)c2ncnc(N3CCC(c4nn5c4CCC5)CC3)c2n1,False
Cc1cc(-c2ccccc2)cc(-c2ccc(O)c(C(c3ccc(O)cc3)c3c(O)c4c(oc3=O)CCCC4)c2)n1,[MASK]c[MASK][MASK]c[MASK]-c[MASK]c[MASK]c[MASK][MASK][MASK][MASK]c[MASK]([MASK][MASK][MASK][MASK]cc[MASK][MASK])c[MASK][MASK](c[MASK][MASK]c[MASK]([MASK])cc3)c[MASK]c(O)[MASK][MASK][MASK]([MASK][MASK][MASK][MASK][MASK][MASK]C[MASK][MASK]C[MASK][MASK]c[MASK])[MASK]1,Cc1cc(-c2ccccc2)cc(-c2ccc(O)c(C(c3ccc(O)cc3)c3c(O)c3c(=))C3CCOCC3)c2)c1,False
Cc1cc(-c2ccccc2Cl)sc1N=C(S)NNC(=O)c1cc(F)cc(F)c1F,Cc1cc(-c[MASK]ccc[MASK]c2[MASK])sc1[MASK]=[MASK]([MASK][MASK][MASK][MASK][MASK](=O)c1c[MASK][MASK][MASK])cc([MASK][MASK][MASK]1[MASK],Cc1cc(-c2ccccc2Cl)sc1N=C(\)NNC(=O)c1cc(Cl)cc(Cl)c1O,False
Cc1cc(-c2ccnc(NCC(=O)N(C)c3cccnc3)n2)c(Cl)n1C,[MASK][MASK]1cc(-c2ccnc(NC[MASK]([MASK][MASK])[MASK](C)[MASK]3cc[MASK]n[MASK]3)[MASK]2)[MASK](Cl)n1C,Cc1cc(-c2ccnc(NCC(=O)N(C)c3cccnc3)n2)c(Cl)n1C,True
Cc1cc(-c2cncc([C@](C)(O)C[C@@H](O)CCC(=O)O)c2)ccc1F,Cc[MASK]c[MASK]([MASK]c[MASK]c[MASK]cc([C@](C)(O)C[C@@H]([MASK])[MASK]CC(=O)O)[MASK]2)cc[MASK][MASK]F,Cc1cc(-c2cccc([C@](C)(O)C[C@@H](O)CCC(=O)O)c2)ccc1F,True
Cc1cc(-c2coc3cc(OCCCCCCCCCc4cn(-c5ccc(C(C)C)cc5)nn4)ccc23)cc(C)c1O,Cc[MASK][MASK][MASK]([MASK][MASK][MASK]coc3[MASK]c(O[MASK]CCCC[MASK]C[MASK]Cc4cn[MASK]-c5c[MASK]c([MASK][MASK]C[MASK]C)[MASK]c[MASK])[MASK]n4)[MASK]cc23[MASK]cc[MASK]C[MASK]c1[MASK],Cc1cc(-c2coc3cc(OCCCCCCCCCc4cn(-c5ccc(C(C)C)cc5)nn4)ccc23)cc(C)c1O,True
Cc1cc(-c2n[nH]c(C#N)c2C2=NN(C(N)=S)C(c3ccccc3)C2)c(C2=NCCN2)c(Cl)n1,Cc[MASK][MASK][MASK]([MASK][MASK]2[MASK][MASK][MASK][MASK]C[MASK]N)c[MASK][MASK]2=[MASK][MASK]([MASK][MASK]N)[MASK][MASK])C[MASK]c3c[MASK]c[MASK][MASK][MASK])[MASK]2)[MASK][MASK][MASK]2[MASK]NCCN2)c([MASK][MASK]n[MASK],Cc1cc(-c2ccc(C#N)c2C2=NC(C(N)=O)C(c3ccccc3)C2)c(C2=NCCN2)c(C)n1,False
Cc1cc(-c2n[nH]c3cc(NC(=O)N[C@H](C)c4ccc(F)cc4)ncc23)ccn1,[MASK][MASK][MASK][MASK][MASK]([MASK][MASK]2n[MASK][MASK]3c[MASK]([MASK][MASK][MASK]=[MASK][MASK][MASK][MASK][MASK][MASK])[MASK][MASK]cc[MASK][MASK][MASK])c[MASK]4[MASK]ncc[MASK][MASK])[MASK][MASK][MASK][MASK],Cc1cc(-c2n[nH]c3cc(NC(=O)N[C@@H](C)c4ccc(F)cc4)ncc23)ccn1,True
Cc1cc(-c2nc(C(=O)Nc3ccc(Cl)c([C@](N)(CO)C(F)(F)F)c3)no2)cc(C)c1F,[MASK][MASK][MASK][MASK][MASK]([MASK][MASK]2n[MASK][MASK][MASK]([MASK][MASK][MASK][MASK][MASK][MASK]ccc[MASK]Cl)[MASK][MASK][MASK]([MASK][MASK][MASK]CO[MASK]C[MASK]F)[MASK][MASK][MASK]F[MASK]c3)n[MASK][MASK])[MASK][MASK][MASK][MASK])c[MASK][MASK],Cc1cc(-c2nc(C(=O)Nc3ccc(Cl)c(C(=O)COCC(F)(F)F)c3)n(2)cc(C)c11,False
Cc1cc(-c2nc3ccc(Cl)cc3o2)on1,[MASK][MASK][MASK][MASK]c[MASK]-c2[MASK][MASK]3[MASK][MASK][MASK][MASK]Cl)[MASK][MASK][MASK]o[MASK][MASK][MASK][MASK][MASK],cc1cc(-c2nc3ccc(Cl)cc3o2)cs1,False
Cc1cc(-c2nc3ccccc3nc2-c2cc(C)on2)nc2ccccc12,C[MASK]1[MASK]c(-c2nc3cc[MASK]cc3nc[MASK][MASK]c[MASK]c[MASK](C[MASK][MASK]n[MASK][MASK]nc2c[MASK]c[MASK]c12,Cc1cc(-c2nc3ccccc3nc2-c2cn(C)on2)nc2ccccc12,False
Cc1cc(-c2nn(CC(=O)O)c(=O)c3c(Cl)cccc23)ccc1F,Cc[MASK][MASK]c(-[MASK]2nn[MASK]C[MASK][MASK][MASK]O[MASK][MASK])[MASK][MASK][MASK]O[MASK][MASK][MASK][MASK][MASK][MASK])cccc23[MASK][MASK]cc1[MASK],Cc1cc(-c2nn(CC(=O)O)c(=O)c3c(C)cccc23)ccc1F,True
Cc1cc(-c2nnc3n2CCCN3C(=O)Cc2cccs2)ccc1O[C@H]1CCCC[C@@H]1NC(=O)NC1CCCC1,Cc1[MASK]c([MASK][MASK][MASK][MASK]n[MASK][MASK]n[MASK]CCCN3[MASK][MASK][MASK]O[MASK]C[MASK]2ccc[MASK][MASK])[MASK]cc1[MASK][C@H][MASK]CC[MASK][MASK][C@@H]1[MASK][MASK]([MASK]O[MASK]NC1CCC[MASK]1,Cc1cc(-c2nnc3n2CCCN3C(=O)Cc2cccs2)ccc1O[C@H]1CCCC[C@@H]1NC(=O)NC1CCCC1,True
Cc1cc(-c2noc([C@H]3[C@H](C(=O)NCCN(C)C)[C@@H]4C=C[C@H]3C4)n2)ccc1O,Cc1[MASK]c(-[MASK]2[MASK]o[MASK][MASK][MASK][MASK][C@H](C([MASK]O)[MASK]CC[MASK](C)C)[C@@H][MASK]C[MASK]C[C@H]3[MASK]4[MASK][MASK]2[MASK]ccc1O,Cc1cc(-c2noc([C@H]3[C@H](C(=O)NCCN(C)C)[C@@H]4CCC[C@H]3C4)n2)ccc1O,True
Cc1cc(-n2ccnc2)on1,C[MASK]1cc(-n[MASK]ccnc[MASK][MASK]on1,Cc1cc(-n2ccnc2)on1,True
Cc1cc(-n2nnnc2C(=O)NCc2ccco2)no1,[MASK]c[MASK][MASK]c([MASK]n[MASK]nnn[MASK]2[MASK][MASK][MASK][MASK][MASK][MASK][MASK][MASK][MASK][MASK][MASK]c[MASK]2[MASK]n[MASK][MASK],Cc1cc(Cn2nnnc2C(=O)cccccccc2)no1,False
Cc1cc(/C(=N\O)NCc2ccco2)c(C)n1-c1ccccc1,C[MASK]1cc[MASK][MASK]C(=N[MASK][MASK])NCc[MASK][MASK]cco2)[MASK][MASK]C)n1-c1ccccc1,Cc1cc(/C(=N\O)NCc2ccco2)c(C)n1-c1ccccc1,True
Cc1cc(/C=N/NC(=O)c2cccc(F)c2)sc1C(/N=N/c1cccc(S(=O)(=O)N2CCOCC2)c1)c1ccccc1,Cc1cc([MASK]C=[MASK]/NC(=O[MASK]c2[MASK][MASK]c[MASK][MASK][MASK][MASK][MASK]2)sc1C(/[MASK][MASK]N/c1cccc([MASK][MASK][MASK]O[MASK](=[MASK][MASK][MASK][MASK]CCOC[MASK]2)[MASK][MASK])[MASK][MASK]cc[MASK][MASK]c1,Cc1cc(/C=N/NC(=O)c2ccc(Cl)cc2)sc1C(/N=N/c1cccc(S(=O)(=O)N2CCOCC2)c1)c1ccccc1,True
Cc1cc(=O)c(C2N=C(c3ccco3)N(c3ccc(Cl)cc3Cl)C2=O)c(C)n1-c1ccc(Cl)cc1,[MASK]c1[MASK][MASK][MASK][MASK][MASK])[MASK](C[MASK][MASK]=[MASK][MASK][MASK][MASK][MASK]c[MASK][MASK][MASK][MASK][MASK][MASK][MASK][MASK][MASK][MASK][MASK]([MASK])[MASK]c3[MASK][MASK][MASK][MASK][MASK]O)[MASK][MASK][MASK])n[MASK][MASK][MASK][MASK][MASK]c[MASK](Cl[MASK]c[MASK]1,Cc1cc(=O)n(CC(=O)Nc2c(c)c(-c3ccc(Cl)cc3)(c(=O)c2C)n1-c1ccc(Cl)cc1,False
Cc1cc(=O)c(O)c(O)c2c1NC(=O)/C2=N/Nc1ccccc1C(F)(F)F,[MASK]c[MASK][MASK][MASK][MASK][MASK][MASK][MASK]c(O[MASK][MASK][MASK][MASK][MASK][MASK][MASK][MASK][MASK]NC[MASK][MASK]O[MASK][MASK][MASK][MASK][MASK][MASK]/[MASK][MASK][MASK]c[MASK]cc[MASK]1C([MASK])[MASK][MASK][MASK][MASK],Cc1cc(O)cc(O)c1CC(=O)NC(=O)N/N=C/Nc1ccccc1C(F)(F)F,True
Cc1cc(=O)c2c(o1)[C@@H]1CCCN1[C@@H]1c3cccc4[nH]c(O)c(c34)C[C@@H]1O2,Cc1[MASK][MASK][MASK]=O[MASK]c2c(o1)[C@@H][MASK]CCCN1[C@@H]1c3[MASK][MASK]cc4[MASK]c(O[MASK][MASK](c34[MASK]C[C@@H][MASK][MASK]2,Cc1cc(=O)c2c(o1)[C@@H]1CCCN1[C@@H]1c3cccc4cc(O)c(c34)C[C@@H]1C2,False
Cc1cc(=O)c2cc(C)c(O)c3c2n1[C@H](CC(=O)O)C3,Cc[MASK][MASK][MASK](=O[MASK]c2cc(C)c(O)c[MASK][MASK]2n1[C@H](C[MASK]([MASK][MASK][MASK]O[MASK]C[MASK],Cc1cc(=O)c2cc(C)c(O)c3c2n1[C@H](CC(=O)O)C3,True
Cc1cc(=O)cc(NCCCCCN2CC(C)CC(C)C2)c2cccc(C)c12,C[MASK][MASK]c[MASK][MASK]=O)[MASK]c([MASK]C[MASK][MASK]CCN[MASK]CC[MASK]C[MASK][MASK]C[MASK]C[MASK]C[MASK])c2ccc[MASK][MASK][MASK][MASK][MASK][MASK]2,Cc1cc(=O)oc(CCCCCCNCCCCCCCCCCCC2)c2ccc(()cc12,False
Cc1cc(=O)n2nc(-c3ccccc3)sc2n1,[MASK][MASK][MASK]c[MASK]([MASK]O)n[MASK][MASK]c(-c[MASK][MASK]cccc3)[MASK][MASK]2n1,Cc1cc(=O)n2nc(-c3ccccc3)sc2n1,True
Cc1cc(=O)n2nc(SCC(=O)N(CCc3ccco3)Cc3c[nH]c4ccccc34)sc2n1,[MASK][MASK]1cc(=O)n[MASK][MASK]c[MASK][MASK][MASK]C[MASK][MASK]O)N([MASK]C[MASK]3[MASK]cco[MASK])C[MASK][MASK][MASK][MASK]c[MASK]cc[MASK]c[MASK]3[MASK])sc2n1,Cc1cc(=O)n2nc(SCC(=O)N(CCc3ccco3)C(=O)c3ccccc3F)sc2n1,True
Cc1cc(=O)oc2c([N+](=O)[O-])c(O)c(Cc3ccc(O)c(O)c3)c(O)c12,C[MASK]1[MASK][MASK](=O)o[MASK]2c([N+](=[MASK])[O-][MASK]c[MASK][MASK][MASK][MASK][MASK]C[MASK]3[MASK][MASK]c[MASK][MASK][MASK][MASK][MASK]O)c3)[MASK][MASK]O)c1[MASK],Cc1cc(=O)oc2c([N+](=O)[O-])c(O)C(Cc3ccc(O)c(O)c3)c(O)c12,False
Cc1cc(=O)oc2cc(N3CCC[C@](O)(Cn4cncn4)c4cc(F)ccc43)ccc12,[MASK][MASK][MASK][MASK]c([MASK]O)[MASK]c2cc[MASK]N[MASK][MASK]CC[C@](O[MASK][MASK]Cn[MASK]cnc[MASK][MASK][MASK][MASK][MASK]c[MASK](F)c[MASK]c[MASK]3)[MASK]c[MASK][MASK][MASK],Cc1cc(=O)oc2cc(N[C@@H]CCC[C@](O)(Cn3cncn3)c4cc(F)ccc43)ccc22,False
Cc1cc(=O)oc2cc(OCCCN3CCN(c4c(C)cnc5sc(C)cc45)CC3)ccc12,C[MASK]1c[MASK](=O)oc2cc(OCCCN3CCN(c[MASK]c(C)cnc5[MASK]c(C)cc45[MASK]C[MASK]3)[MASK]cc12,Cc1cc(=O)oc2cc(OCCCN3CCN(c4c(C)cnc5oc(C)cc45)CC3)ccc12,True
